Structures,Adsorption_enthalpy[kJ/mol],Henry_const[mol/kg/Pa],Minimum_energy_channel[kJ/mol],Barrier_energy[kJ/mol],Time[s]
TONBOO_clean_14,-36.3525,0.00133531,-37.1429,-27.1429,3.07846
TOHYUM_clean_9,-26.9931,0.000245702,-30.4496,-23.1496,5.91882
TONLOY_clean_2,-24.2269,7.49195e-05,-26.1949,-20.9949,2.50166
TOHYUL_clean_33,-23.9049,8.71482e-05,-27.8455,-19.0455,7.85174
TONLOZ_clean_14,-27.9081,0.000452766,-29.0528,-25.5528,4.2647
TONBUU_charged_14,-33.6017,0.000660813,-36.5842,1.41575,5.96379
TOLGOR_clean_14,-29.9728,0.000468911,-32.0079,-24.8079,6.97158
TOHQEO_clean_14,-31.7114,0.000959384,-35.0347,-25.6347,10.257
TOQCIL_clean_2,-29.2846,5.08422e-05,-29.5433,5.3567,0.676677
TONWUO01_clean_142,-30.5034,0.00035365,-30.7168,-27.3168,3.61889
TEDHAN_clean_167,-24.7365,3.48681e-05,-27.9374,-13.9374,49.8458
TONQOD_clean_2,-22.9082,0.000157628,-24.73,-21.83,7.10834
TONWUO_clean_15,-46.0701,0.0392336,-47.0761,-36.7761,3.96326
TOJLOT_clean_224,-19.723,6.35754e-05,-22.3717,-17.1717,11.8717
TOPKIT_clean_164,-24.6596,0.000160084,-27.0015,-19.9015,5.33553
TILHAZ_clean_88,-22.9824,6.77428e-05,-26.6897,-17.6897,28.0137
TORJAN_clean_62,-27.8635,0.000190374,-28.4171,-12.7171,4.53575
TORXIJ_clean_58,-28.5161,1.13532e-05,nan,nan,0.0695543
TORJER_clean_62,-28.8497,0.000202279,-29.28,-4.67998,4.57303
TORJIV_clean_62,-28.5715,0.000199096,-28.9796,-8.27957,4.5279
TOKLIQ_clean_3,-28.6599,0.000112039,-29.9877,-22.6877,12.4279
TOKLIQ_clean_3,-28.6599,0.000112039,-29.9877,-22.6877,12.4279
TOTWAC_clean_15,-30.3631,1.22954e-05,nan,nan,0.228581
TOTVUV_clean_2,-21.7633,3.16406e-07,-22.4284,14.9716,1.56094
TORKAO_clean_62,-28.6165,0.000185491,-29.0739,-4.47392,4.67782
TORKES_clean_62,-28.3195,0.000211625,-28.8057,-12.0057,4.59993
TOHMIO_clean_13,-34.264,0.00222961,-38.8975,-29.2975,18.1623
TOHMIO_clean_13,-34.264,0.00222961,-35.4261,-29.0261,18.1623
TORXAB_clean_15,-27.9172,3.04766e-05,-28.5444,-24.2444,3.80497
TORJOB_clean_62,-27.7033,0.000187917,-28.263,-12.863,7.6681
TORJUH_clean_62,-28.0432,0.0001994,-28.5164,-12.2164,7.62351
TONKIR_clean_94,-45.0942,0.244213,-47.6546,-39.1546,14.621
TOVJAP_charged_14,-34.4658,6.16812e-05,-25.062,-9.462,2.70753
TEMPAE_clean_15,-24.798,0.000114608,-28.134,-18.134,50.7281
TOWMEZ_clean_40,-43.8711,0.0620748,nan,nan,1.57151
TOWMID_clean_40,-51.5768,1.4442,nan,nan,1.79388
TOWLIC_clean_5,-19.144,2.38436e-05,-20.3159,-16.1159,4.3314
TISHAF_clean_2,-26.5567,0.000259331,-29.6167,-23.0167,31.3393
TIVYAZ_clean_62,-19.6939,4.62283e-05,-24.1335,-18.6335,29.705
TOVHUJ_clean_31,-20.3218,6.11863e-05,-23.2871,-16.7871,9.03912
TOTVEF_clean_2,-32.6782,0.000388944,-31.8911,-30.6911,11.0821
TOTVEF_clean_2,-32.6782,0.000388944,-31.8911,-30.6911,11.0821
TORXEE_clean_140,-41.235,0.0356409,-44.2778,-32.9778,13.3317
TORPUN_clean_1,-26.229,9.0552e-05,-30.2443,-18.3443,14.5391
TORPUN_clean_1,-26.229,9.0552e-05,-30.2561,-18.3561,14.5391
TOXNAX_clean_1,-38.0587,0.000220567,nan,nan,0.172837
TOXHAR_clean_9,-30.8782,0.000341671,-31.878,-28.778,4.05748
TISPAO_clean_225,-34.848,0.000491591,-18.9414,-9.34139,35.9052
TIVYAZ01_clean_62,-17.3089,2.47403e-05,-21.1588,-15.6588,35.8687
TOZHAR_clean_33,-22.3594,1.45562e-05,-22.8953,-11.4953,0.934734
TOXMUQ_clean_98,-29.1365,0.00127678,-31.7315,-27.3315,2.77856
TOXNEB_clean_98,-28.9301,0.00130274,-30.7168,-27.7168,2.87564
TUBCEA_clean_2,-31.0387,0.000379679,-32.4915,-19.8915,2.72712
TUBLIN_clean_2,-31.4533,0.000421071,-32.7662,-24.9662,1.73821
TUBJAD_clean_33,-29.2205,0.000132503,-30.2252,-25.2252,3.10874
TOXNIF_clean_5,-28.9242,0.00127274,-30.9604,-27.4604,4.82189
TUFSUK_clean_2,-13.0351,4.56407e-09,nan,nan,0.168456
TUFTAR_clean_2,-13.8067,7.08682e-09,nan,nan,0.180386
TUGFAE_clean_9,32.2602,1.30987e-17,nan,nan,0.415624
TOWNOK_clean_1,-32.8459,0.000573854,-36.3392,-17.9392,11.4362
TOHDAX_clean_2,-43.1999,0.0201654,-44.0749,-33.2749,35.4618
TOHDAX_clean_2,-43.1999,0.0201654,-44.0747,-33.0747,35.4618
TUGSOE_charged_2,-30.3132,2.25406e-05,nan,nan,0.629571
TOXHEV_clean_1,-28.8167,0.00045229,-31.568,-25.068,12.5762
TOWMOJ_clean_63,-28.4898,0.000298121,-33.1764,-16.0764,18.4771
TUCJAD_clean_14,-27.1984,0.000184007,-28.3663,-22.1663,6.71275
TUGSUK_ion_b_14,-27.4335,0.000101571,nan,nan,4.98854
TUGTAR_clean_14,-36.4497,0.00254995,-38.0241,-13.6241,4.85422
TUKDAG_clean_14,20.151,2.53581e-15,nan,nan,0.229456
TUKCUZ_clean_14,-35.2632,0.000677381,nan,nan,0.577989
TULLIW_9,-nan,0,nan,nan,0.354055
TULLIW_clean_9,-0.367113,8.59003e-12,nan,nan,0.329971
TETZEZ_clean_2,-23.6184,8.558e-05,-30.1327,-18.2327,64.0488
TULNIZ_clean_9,-30.9821,3.0087e-05,nan,nan,0.214492
TUMGOX_clean_14,-11.6319,7.15453e-09,nan,nan,0.0633018
TUMGUD_clean_14,-4.80538,3.73901e-10,nan,nan,0.0629634
TOHDEB_clean_2,-50.207,0.433778,-50.5186,-36.6186,41.9005
TOHDEB_clean_2,-50.207,0.433778,-50.5159,-36.4159,41.9005
TOWNUQ_clean_62,-32.3815,0.000904428,-33.8081,-25.7081,18.2583
TUDJOS_217,-19.8511,3.20753e-05,-23.3436,-10.2436,9.167
TUKCOT_clean_76,-31.6801,0.000551589,-31.8157,-15.6157,2.96415
TUKYIJ_clean_142,-31.5445,0.000341987,nan,nan,2.47656
TUMDAI_clean_14,-33.8332,0.000539032,-35.5912,-16.9912,1.68849
TOVKAS_clean_57,-26.7576,0.000182559,-31.3101,-21.6101,23.9789
TUMTOK01_clean_14,-33.6935,0.000644299,nan,nan,0.16745
TOHDIF_clean_2,-48.4137,0.020325,-52.0508,-25.3508,43.2335
TOHDIF_clean_2,-48.4137,0.020325,-51.7759,-25.3759,43.2335
TUMTOK_clean_33,-30.3049,0.000220072,nan,nan,0.154193
TUMQID_clean_14,-33.1907,0.00057714,-34.1685,-11.0685,1.89722
TUJFUB_clean_15,-47.4412,0.0937259,-49.735,10.165,8.19234
TUMQOJ_clean_14,-33.0002,0.000695537,-33.9225,-0.222507,2.02273
TOWXEK_clean_1,-27.7665,0.000316693,-30.498,-23.998,20.0022
TOWXEK_clean_1,-27.7665,0.000316693,-30.5079,-24.1079,20.0022
TOWXEK_clean_1,-27.7665,0.000316693,-30.5079,-24.0079,20.0022
TOWXEK_clean_1,-27.7665,0.000316693,-30.498,-23.998,20.0022
TUMRAW_clean_14,-31.8252,0.000135905,-33.6262,-1.72617,1.83083
TUNDAJ_clean_220,-23.3247,3.25829e-07,nan,nan,0.81075
TUJGAI_clean_15,-44.1766,0.0375149,-46.5866,-29.6866,5.47998
TONTIB_clean_15,-23.187,0.000105863,-25.435,-16.835,38.305
TUPGIU_clean_2,-22.5454,2.20783e-05,-24.0813,-5.78128,1.06665
TUJGIQ_clean_15,-29.7305,0.000380276,-31.9839,-22.7839,5.88704
TUMRUQ_clean_14,-33.9082,0.000325903,-35.3367,-0.736746,2.20922
TUDQOZ_clean_61,-36.4334,0.00100184,-36.4828,-25.7828,11.8458
TUPDOZ_clean_52,-35.0976,0.0018764,-36.044,-32.844,1.76022
TOWNAW_clean_36,-39.4094,0.00418174,-29.1971,-17.5971,24.6385
TUMREA_clean_14,-34.3015,0.000451668,-35.9655,-6.56546,3.32224
TUMROK_clean_14,-34.4485,0.000608277,-36.0424,-19.7424,2.9727
TUMRIE_clean_14,-33.5659,0.000756853,-34.7513,-17.0513,3.35263
TUTZOX_clean_14,-22.8419,4.9761e-07,nan,nan,0.336696
TUTZUD_clean_14,-17.2431,1.88649e-08,nan,nan,0.476447
TONTOH_clean_15,-23.3528,0.000107405,-25.605,-14.605,39.4293
TUVDOD_clean_66,-27.2356,0.000103136,nan,nan,0.581769
TUVDUJ_clean_66,-26.9161,9.3751e-05,nan,nan,0.585596
TUVDIX_clean_66,-26.9124,9.56155e-05,nan,nan,0.947289
TUWPIL_clean_19,-38.8403,0.00258495,nan,nan,0.389906
TUQWIL_clean_43,-25.0868,7.04999e-05,-24.3732,-2.87317,2.90899
TONVAV_clean_15,-23.4628,0.000111123,-25.6961,-15.9961,39.7163
TUYFIE_clean_14,-32.7619,0.00160377,-32.6033,-28.2033,1.36617
TUQWIL01_clean_43,-27.6933,0.00021067,-26.9156,-7.01557,4.16738
TUYHOL_clean_2,-19.3603,4.94406e-06,-20.9167,-14.7167,2.06127
TILBOH_clean_1,-23.8473,2.43908e-05,-30.4469,-15.8469,61.9096
TUYJII_clean_2,-37.3785,0.00028491,-39.8148,-1.51482,1.44547
TURFAP_clean_4,-29.5848,0.000589866,-32.3195,-25.2195,4.0608
TUZNOS_clean_196,-28.1551,0.000308933,nan,nan,0.827111
TURDIV_clean_4,-28.3659,0.00046572,-32.6298,-24.7298,5.58984
TURFET_clean_4,-28.7765,0.000524543,-32.1755,-25.6755,4.87091
TUYNEI_clean_19,-33.742,0.00112102,-33.8917,-16.1917,2.38171
UBIPAY_clean_2,-28.9831,0.000192573,-29.423,-20.023,0.783559
TUTJAU_clean_14,-28.9606,0.000595136,-33.2726,-22.9726,5.46596
UBECEM_clean_1,-24.2643,3.84622e-05,-23.4886,-23.2886,1.58774
TUYLIJ_clean_61,-43.7597,0.0227738,-44.4443,-31.5443,3.55548
TUTHOG_clean_15,-28.0859,0.000456581,-31.029,-22.229,6.63407
UCALIW_clean_15,-24.0273,1.25434e-06,nan,nan,0.231532
UBOGAV_clean_2,-32.5271,0.000399471,-32.6179,1.18211,2.10723
UBACUX_clean_2,-25.0569,9.60076e-05,-27.8712,5.32882,4.09243
UBACOR_clean_2,-33.668,0.000874652,-35.8461,1.35385,4.32267
UCAXEC_clean_14,-33.3468,0.000535855,-33.4699,-24.4699,0.915867
TURDOB_clean_4,-28.8637,0.000480396,-33.3067,-24.2067,9.205
UCEGEQ_clean_2,-18.632,2.18814e-06,-20.3905,-10.5905,0.958055
TUZVUH_clean_2,-23.0009,3.82103e-05,-28.5028,-18.3028,5.4157
UCEGAM_clean_2,-18.4845,2.27133e-06,-20.1928,-10.9928,1.79539
TUTHIA_clean_15,-27.3863,0.000340295,-30.9871,-21.8871,9.82549
UCABAE_clean_2,-32.6083,0.0013133,-34.5333,-28.5333,4.33788
UBUROY_clean_15,-13.1525,3.75718e-06,-12.7598,-11.2598,5.32096
TUWFUN_clean_18,-29.7512,0.000204753,-31.2866,-24.1866,10.7594
UCEXAC_clean_2,-26.2222,0.000199978,-28.4043,-22.2043,4.71564
TONTUN_clean_15,-23.581,0.000113883,-25.9132,-14.5132,50.7614
TURDUH_clean_4,-28.9727,0.000476058,-33.6154,-24.3154,13.2399
UCEXOQ_clean_2,-26.5697,0.000215759,-28.7724,-22.3724,5.15772
UCUTIW_clean_15,-24.3414,0.000133416,-26.8056,-20.7056,1.75866
UCEXEG_clean_2,-26.4301,0.0002091,-28.6048,-22.3048,6.90748
UCEXIK_clean_2,-26.3199,0.000201776,-28.5104,-22.2104,6.67032
TURBUE_clean_221,-43.8937,0.0108229,-30.5561,-8.35606,16.7571
TOVJUL_clean_14,-27.7739,0.000248893,-31.2458,-18.1458,43.5994
TUYJAZ_clean_88,-17.5436,1.32508e-05,-19.8858,-0.285755,15.8443
UDANAQ_clean_12,-32.8635,0.00328261,-34.4479,-29.7479,6.46399
UDANAQ_clean_12,-32.8635,0.00328261,-34.4479,-29.7479,6.46399
UDEGIW_clean_61,-37.3879,0.00442034,nan,nan,0.47893
TUNJET_clean_15,-30.612,0.000393122,-31.4158,-22.2158,22.7437
TUNJET_clean_15,-30.612,0.000393122,-32.6174,-23.7174,22.7437
TUYHUR_clean_88,-16.1388,1.20633e-05,-18.5187,-14.4187,19.5372
UDICER_clean_14,-24.1337,9.30273e-07,nan,nan,0.0929866
UDEPIE_clean_2,-27.1027,0.000124072,nan,nan,1.0108
UDICAN_clean_14,-35.7532,0.000314728,-37.3561,-26.5561,3.36194
TOVHIX_clean_192,-33.5081,0.00177876,-35.0081,-18.7081,54.463
TUYJED_clean_88,-16.1577,1.18371e-05,-18.5329,-14.6329,23.9627
UDIDAO_clean_60,-27.8178,3.03699e-05,-23.3709,-17.6709,5.14939
UBUMAH_clean_33,-19.2161,5.71384e-05,-21.5312,-17.7312,21.2945
UCOXOZ_clean_2,-27.4759,0.000153226,-31.2636,-20.3636,14.4008
UDIQII_clean_60,-27.5472,0.00012745,-28.1535,-12.9535,2.90253
UFASAW_charged_64,-25.5748,1.74606e-06,nan,nan,0.819947
UFASEA_ion_b_13,-24.0482,4.25597e-06,-24.7328,-12.8328,3.13691
UFATEA01_clean_34,-37.24,0.00622283,-36.821,-26.921,0.857719
UBIBUF_clean_147,-20.3632,5.73154e-05,-22.7898,-15.9898,28.0192
UFEMIC_clean_62,-19.0819,6.90454e-06,-19.6298,-14.0298,1.53526
UFENEZ_clean_60,-17.9977,4.53387e-07,nan,nan,0.0502749
UCOJED_clean_61,-22.3444,4.73772e-05,-25.4564,-21.9564,23.7758
UBULUA_clean_61,-21.3465,3.96336e-05,-24.688,-21.088,30.2973
UFEXEJ_clean_2,-27.574,0.000120786,-28.1676,-26.1676,1.33056
UFEXIN_clean_2,-27.6894,0.000121409,-28.0894,-26.3894,1.32938
UCOJIH_clean_61,-20.8785,3.5551e-05,-24.5646,-20.6646,25.5658
UCOHUR_clean_61,-22.8392,4.88221e-05,-26.7623,-22.0623,27.3592
UFILUR02_clean_62,-23.2381,1.0694e-05,nan,nan,0.157314
UFILUR_clean_62,-23.2177,1.09376e-05,nan,nan,0.0997681
UFISUY_clean_43,-15.8696,2.09574e-07,nan,nan,0.184956
UFISOS_clean_43,-16.4487,2.55164e-07,nan,nan,0.28121
UFANEV_98,-25.5673,0.000141527,-27.3805,-25.3805,11.0431
UFUMUD01_clean_1,-38.6605,0.000624037,nan,nan,0.108216
UFUMUD02_clean_1,-38.578,0.000651568,nan,nan,0.130995
UFUMUD_clean_1,-39.4094,0.00101555,nan,nan,0.120767
UFOFIF_clean_4,-23.9537,1.66571e-05,-24.7581,-18.8581,0.881414
UFUNAK_clean_1,-36.9885,0.000221977,nan,nan,0.10346
TUBWEU_clean_4,-47.735,0.0424445,-49.8046,-24.6046,52.3464
UFUTIY_clean_2,-13.3099,1.23456e-08,nan,nan,0.193056
UDAXAB_clean_15,-23.9366,6.71405e-05,-29.5374,-19.5374,23.9829
UDAWUU_clean_2,-20.5557,2.80946e-05,-25.7526,-17.8526,24.5354
UFUNIS_clean_9,-40.1107,0.00408788,-40.8752,-20.1752,1.33689
UGEPEB01_clean_14,-10.2785,3.50538e-09,nan,nan,0.0636469
UGAPOI_clean_14,-34.2705,0.0028942,nan,nan,0.805167
UGEPEB_clean_14,-5.7014,4.75571e-10,nan,nan,0.0659839
UGIGAS_clean_13,-7.71427,1.09738e-09,nan,nan,0.0498775
UGIGAS01_clean_13,-8.08013,1.28114e-09,nan,nan,0.0830181
UFITEJ_clean_9,-19.0024,1.16544e-06,-20.0907,9.1093,2.62637
UDAXEF_clean_15,-21.8544,3.89132e-05,-27.4668,-18.0668,23.4553
UFEVIL_clean_5,-25.966,0.000170003,-27.7556,-18.7556,8.31006
UDIHOF_charged_12,-28.1873,0.000134413,-32.1255,-17.3255,20.7474
UGUGUZ_clean_14,-18.1178,2.15771e-06,-20.3391,-15.6391,2.71087
UGUHAG_clean_14,-18.8433,2.62284e-06,-22.6099,-13.5099,3.10095
UDOVUG_charged_126,-29.5259,0.000220488,-32.1653,-13.2653,18.4811
UGUXAV_clean_70,-22.8248,1.44356e-06,nan,nan,0.298869
UGUQUK_clean_14,-31.3256,1.13582e-05,nan,nan,0.405253
UHADAI_clean_14,-24.666,5.42231e-06,nan,nan,0.304889
UHASED_clean_14,-27.0251,0.000150948,-27.0413,-22.5413,0.997482
UDAXIJ_clean_15,-23.7244,5.8167e-05,-28.5483,-20.1483,27.8078
UFEXOT_clean_2,-28.273,0.0001454,-28.8066,-27.0066,9.1623
UFEXOT_clean_2,-28.273,0.0001454,-28.8066,-27.0066,9.1623
UFEXOT_clean_2,-28.273,0.0001454,-28.8065,-27.0065,9.1623
UGAQEY_clean_96,-30.8467,0.00041946,-32.4716,-23.5716,6.01
UHIYOB_clean_2,19.5463,3.13702e-15,nan,nan,0.170351
UHISEK_clean_1,-40.9555,0.00156988,nan,nan,0.418523
UGUHEK_clean_1,-16.36,1.30971e-06,-18.4586,-13.9586,3.66417
UGUHEK_clean_1,-16.36,1.30971e-06,-18.4586,-13.9586,3.66417
UGUQOC_charged_15,-29.7759,0.000439874,-29.8059,-16.4059,3.12396
UGELIB_clean_60,-27.6173,0.000121628,-31.5223,-19.7223,6.2037
UHISOU_clean_2,-31.7586,0.000286241,-31.9347,6.8653,0.594787
TILBIB_clean_1,-28.1723,5.24119e-05,-33.5394,-15.0394,104.565
UJAQAY_clean_2,-25.0394,3.78055e-06,nan,nan,0.383922
UGUQOC_clean_15,-29.7759,0.000439874,-29.8059,-16.4059,3.11691
TILBIB01_clean_1,-28.0877,5.12094e-05,-33.5998,-14.4998,104.853
UJEFOE_clean_2,-23.5336,4.50724e-07,nan,nan,0.182783
UJEFOE01_clean_2,-27.2962,2.52727e-06,nan,nan,0.289933
UJAQEC_clean_2,-27.5451,6.21887e-05,-28.7117,-19.9117,1.14176
UJECUI_clean_1,-34.2475,0.000202853,nan,nan,0.890308
UJOJAG_clean_4,22.4638,4.15568e-16,nan,nan,0.0988116
UJOJEK01_clean_4,6.4035,4.35547e-13,nan,nan,0.0980532
UJOJEK02_clean_4,13.0999,2.39658e-14,nan,nan,0.0985398
UJOJEK_clean_4,8.87409,1.48424e-13,nan,nan,0.0979885
UFENAW_clean_9,-18.2127,2.69783e-05,-19.6555,-16.4555,14.5222
UJOJIO02_clean_4,10.3363,7.90883e-14,nan,nan,0.0944205
UJOJIO01_clean_4,8.54232,1.7167e-13,nan,nan,0.0981249
UJOJIO03_clean_4,3.98311,1.24473e-12,nan,nan,0.0981452
UJOJIO04_clean_4,5.75334,5.79034e-13,nan,nan,0.0973366
UJOJIO05_clean_4,5.79369,5.69798e-13,nan,nan,0.0962852
UJOJIO06_clean_4,5.39764,6.74537e-13,nan,nan,0.0983022
UJOJIO07_clean_4,4.20699,1.12936e-12,nan,nan,0.0990923
UJOJIO_clean_4,7.80858,2.37146e-13,nan,nan,0.0967637
UHAXUW_clean_14,-32.0129,0.000453965,-31.9041,-13.2041,2.8992
UJOJOU01_clean_4,18.5816,2.255e-15,nan,nan,0.0971455
UJOJOU_clean_4,19.1464,1.76817e-15,nan,nan,0.0982745
UJOKIP02_clean_4,17.5585,3.41013e-15,nan,nan,0.0965722
UJOKIP01_clean_4,14.1269,1.50909e-14,nan,nan,0.168906
UJOKIP03_clean_4,18.8728,1.93322e-15,nan,nan,0.0965688
UJOKIP04_clean_4,18.6884,2.10022e-15,nan,nan,0.0975379
UJOKIP05_clean_4,20.4763,9.65072e-16,nan,nan,0.121138
UJOKIP_clean_4,2.47264,2.46241e-12,nan,nan,0.143392
UCOJAZ_clean_61,-21.5576,4.0488e-05,-25.1066,-21.2066,37.1941
UJOWIA_charged_2,7.89968,2.37467e-13,nan,nan,0.210768
UJEGUL_clean_58,-31.7692,0.00129748,-34.0792,-29.2792,2.19
UJUXOM_clean_14,-21.8401,1.91179e-07,nan,nan,0.214082
UGOFED_clean_15,-34.801,0.00177948,-34.5679,-18.4679,8.43507
UGOFED_clean_15,-34.801,0.00177948,-34.5679,-18.4679,8.43507
UJUMUJ_clean_15,-34.6876,0.00258351,nan,nan,1.12552
UJARAZ_clean_2,-27.8507,0.000263436,-30.3304,-23.5304,3.08329
UDAWOO_clean_15,-22.1596,4.38498e-05,-27.3991,-19.1991,34.425
UJULIW_clean_81,-28.4993,0.000217313,-29.6152,-27.0152,1.96893
UJIPAG_clean_56,-23.8684,3.1053e-06,-20.2114,15.6886,3.81087
UGOSOY_charged_2,-24.7262,0.000154432,-25.7357,-22.9357,10.1729
UKAZAI_clean_205,-23.4183,9.66694e-06,nan,nan,0.741962
UHOHEG_clean_15,-49.5181,0.0547537,-50.1366,-3.13662,5.50323
UKAPUS_clean_2,-29.5083,0.000428181,-32.1307,-22.3307,2.81326
UKAQAZ_clean_2,-29.5897,0.000433713,-32.2434,-22.3434,2.8112
UJIZET_clean_11,-21.1717,4.47007e-05,-23.0255,-17.2255,5.6374
UKAQIH_clean_2,-29.5168,0.000425645,-32.1809,-22.2809,2.68519
UKAQED_clean_2,-29.7711,0.000457299,-32.4128,-22.5128,3.3877
UJOWEW_clean_2,-23.4444,6.42344e-05,-25.173,-14.873,4.75771
UKOXUO_clean_63,43.7364,9.86761e-21,nan,nan,0.788527
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
TIDKAS_clean_1,-33.1042,0.000746747,-34.9225,-25.9225,116.806
UJAQUS_clean_19,-22.7634,9.84246e-05,-26.3754,-20.3754,7.90997
UJIPEK_clean_27,-23.74,3.12627e-06,-20.1731,15.6269,7.60568
UJIPEK_clean_27,-23.74,3.12627e-06,-20.1731,15.6269,7.60568
TOVJIZ_clean_14,-18.732,3.35222e-05,-25.9487,-14.4487,81.2859
UKUDEL_clean_202,-17.527,1.3085e-05,nan,nan,0.627867
UJEDIX_clean_5,-29.7994,0.000109169,-30.3293,13.7707,8.63114
UKUMAO01_clean_14,-2.41914,8.55604e-11,nan,nan,0.100031
UKULOB_clean_14,-5.16978,5.99555e-10,-6.32968,14.7703,0.678873
UKUMAO_clean_14,-1.37213,7.7568e-11,-3.08553,15.2145,0.565233
UKULOB01_clean_7,-7.84784,1.46977e-09,-9.11684,18.0832,1.35122
UKULOB01_clean_7,-7.84784,1.46977e-09,-9.11684,18.0832,1.35122
UDUMIP_clean_70,-18.5611,2.5572e-05,-20.4796,-16.9796,29.6095
UKEXEP_clean_14,-27.5045,2.14174e-05,-29.0043,-3.50433,6.23114
UKUBIM_clean_86,-34.8331,0.00315578,-35.615,-26.515,4.29802
TOWNEA_clean_92,-20.7756,5.42711e-05,-27.4589,-18.5589,80.4223
UKUCAF_clean_86,-36.9418,0.00607597,-37.5631,-27.6631,3.82679
UKAJOH_clean_15,-40.3886,0.00346045,-40.9838,-23.3838,9.11416
ULEHEA_clean_14,-16.9601,4.29567e-08,nan,nan,0.104819
UKUPEX_clean_2,-28.9775,7.83827e-05,-31.5807,-11.9807,3.05158
UKUBUY_clean_86,-36.0851,0.00468648,-36.8154,-27.1154,5.32295
UDUMIP03_clean_70,-19.0573,2.97727e-05,-20.8373,-17.5373,32.6307
ULOGIL_clean_2,-29.1946,3.15267e-05,nan,nan,0.0590525
ULEPIM_clean_20,-42.9631,0.0143327,nan,nan,1.43278
UKUBOS_clean_86,-35.2065,0.00387545,-35.8165,-27.0165,6.34345
ULAQAB_clean_14,-31.9869,0.00034405,-34.3386,-15.0386,3.68905
ULAQEF_clean_14,-31.3522,0.000272048,-34.2364,-14.3364,3.66879
UKUPUL_clean_114,-23.9192,9.02739e-05,-24.9359,-18.3359,4.92034
UKIQIP_clean_2,-21.8603,6.42315e-05,-24.178,-14.778,10.6341
UDUMIP02_clean_70,-19.0023,2.93765e-05,-20.8111,-17.5111,37.6147
ULIMIN_clean_15,-40.466,0.00347634,-35.9919,-18.6919,5.3256
ULILEI_clean_54,-29.8036,0.00063633,-32.5307,-29.0307,6.93779
UKUTEB_clean_14,-36.8764,0.00197816,-37.8195,1.28054,8.10295
UKOZOK_clean_15,-29.1615,0.000121025,-33.4204,-20.3204,13.8156
ULOLUE_clean_43,-36.746,0.00126305,nan,nan,1.91268
ULUPUM01_clean_19,11.1047,3.65603e-13,nan,nan,0.0851406
UKOZOL_clean_2,-28.7801,0.000370477,-34.0423,-22.6423,14.3951
UKUPIB_clean_2,-19.9147,4.22437e-05,-27.394,-17.394,11.5175
ULUQAV_clean_14,-21.1189,3.46707e-07,nan,nan,0.24775
ULUVUT_clean_1,-25.6821,0.000152525,-25.8209,-24.7209,0.729494
UKAZEM_clean_19,-10.0692,3.06455e-06,-12.982,-9.78202,18.0393
UCOCUM_neutral_5b_225,-32.5359,0.000328851,-33.1667,-10.7667,62.3783
ULASAD_clean_14,-13.87,8.27802e-06,-17.7368,-11.8368,14.7948
UMABIV_clean_40,-26.9585,0.000274996,-29.94,-24.54,5.4059
UMABOB_clean_5,-26.7778,0.000254235,-30.1049,-22.6049,6.21178
UKOLOV_clean_206,-36.0186,0.00287045,-35.718,-22.018,21.6718
UMAROR_clean_2,-29.8164,5.36725e-05,-31.1908,1.60919,1.97169
UJUQIB_clean_36,-21.3409,0.000112014,-27.2579,-19.3579,26.4868
UDAMET_clean_225,-11.5028,1.46029e-06,-12.2452,-7.54515,62.1404
TOVJOF_clean_14,-24.3556,8.71769e-05,-30.0511,-14.5511,101.616
UFUQIV_clean_15,-23.3117,0.000169868,-26.5012,-21.1012,38.5825
UMEKII_clean_58,-29.7644,0.000695166,-30.521,-24.921,3.8143
UMEHOL_clean_13,-26.3597,0.000210224,-28.389,-23.889,6.31702
UMEHOL_clean_13,-26.3597,0.000210224,-27.93,-24.03,6.31702
UMELUU_clean_33,39.7516,1.97383e-18,nan,nan,0.0826939
UMEMAB_clean_33,116.048,2.15214e-32,nan,nan,0.0785848
ULOGAE_clean_2,-23.8154,0.000115049,-26.0435,-20.8435,24.7167
UMELEF_clean_4,-26.9905,0.00024884,-28.4508,-24.2508,4.54313
ULOJUC01_clean_15,-24.7723,7.63959e-05,-29.8017,-19.1017,26.5492
UCOCUM_neutral_225,-32.5359,0.000328851,-33.1667,-10.7667,77.5627
UMEVUD_clean_14,-33.1401,0.000155626,nan,nan,0.124595
ULOKEN_clean_15,-20.6939,3.07677e-05,-25.9745,-17.0745,26.5857
ULOLEO_clean_15,-20.5948,3.10685e-05,-25.3934,-17.8934,23.2707
UJUPUM_clean_220,-18.4009,3.67502e-05,-20.1235,-16.9235,39.3336
UMARAC_charged_205,-22.803,4.4378e-05,-24.6046,-16.2046,19.4515
UMEJUT_clean_62,-23.2553,8.32592e-05,-27.3199,-17.0199,13.9744
