Structures,Adsorption_enthalpy[kJ/mol],Henry_const[mol/kg/Pa],Minimum_energy_channel[kJ/mol],Barrier_energy[kJ/mol],Time[s]
SOZRUW_clean_198,-24.8569,0.000214201,-26.2297,-23.6297,20.474
SUNHEP_clean_2,-32.1643,0.000506127,-33.1357,17.9643,2.54307
SOZSUX_clean_198,-25.3484,0.000239882,-26.8175,-24.0175,17.3586
SUNJER_clean_2,-27.3247,0.000174695,-29.0519,-24.5519,1.19719
SUNJOB_clean_2,-25.6655,0.00010887,-27.1109,-22.1109,1.15855
SUNJIV_clean_2,-25.604,0.000107474,-27.0801,-21.8801,1.86017
SOZSIL_clean_198,-25.1516,0.000231926,-26.5511,-23.7511,20.4772
SUNJOB01_clean_2,-25.6843,0.000109585,-27.1026,-22.0026,2.15818
SUNHUF_clean_14,-25.8971,0.000166749,-28.3482,-20.2482,5.54361
SUQJEV_clean_11,-32.5857,0.000806278,-37.2392,-1.13916,4.60639
RUTNOK_manual_1,-14.1364,1.60845e-05,-20.2559,-9.45586,153.733
SURDOA_clean_15,-32.7509,0.000164647,-34.3901,-11.4901,5.91633
SUHMEP_clean_15,-24.2942,9.55215e-05,-25.9686,-13.2686,16.1664
SOZSOR_clean_198,-25.2385,0.000233315,-26.6507,-23.9507,25.9973
SULKIU_clean_14,-34.6797,0.00124454,-37.3467,12.2533,10.3306
SUSMIE01_clean_2,-26.597,5.36493e-06,nan,nan,0.217375
SUKYIH_clean_131,-26.1326,0.000140016,-29.2392,-13.0392,11.9074
SOKXIB_clean_163,-47.1226,0.0371438,-49.355,-28.455,56.1143
SUSRUV_clean_43,-26.0315,0.000201919,nan,nan,1.94184
SUVFEU_clean_4,-3.57777,3.86897e-10,nan,nan,0.0681415
SUTJIC_clean_2,-29.9094,0.000165672,nan,nan,0.681698
SUTBIT_74,-22.9089,0.000126816,-26.0281,-22.6281,2.31549
SUVZUG_clean_2,-35.7383,0.000839727,-34.5325,3.66751,2.57514
SUSZOW_clean_45,-36.3672,0.00449738,-38.2679,-33.7679,5.25989
SUSZIQ_clean_45,-36.6702,0.00504986,-38.4785,-34.2785,5.68487
SOJSUH_clean_7,-24.0553,7.92714e-05,-28.9555,-15.5555,63.8998
SUVZOA_clean_14,-33.0454,0.000314332,-33.4579,19.2421,5.60177
SUPLOF_clean_114,-21.2153,7.5969e-05,-23.7377,-16.3377,17.4397
SUXYAM_clean_142,-38.5199,0.000874349,nan,nan,0.436746
SUXYEQ_clean_142,-37.7659,0.000455152,nan,nan,0.440305
SUXYIU_clean_142,-37.6574,0.000414997,nan,nan,0.43852
SUXYOA_clean_142,-36.9766,0.000272654,nan,nan,0.439079
SUXNIJ_clean_11,-23.5081,3.68579e-05,-26.6974,-17.5974,4.794
SUWQEI_clean_14,-22.6862,4.43428e-05,-31.9134,-16.5134,7.81266
TACFIN02_clean_106,-29.7925,1.67837e-05,-30.5743,-2.77426,1.36529
TACFIN01_clean_17,-28.605,1.47551e-05,-30.0792,-7.77915,2.57351
TACFIN01_clean_17,-28.605,1.47551e-05,-30.1939,-8.09387,2.57351
TACJIS_clean_1,-33.7869,0.0010767,nan,nan,0.902983
SUQHUJ_clean_5,-22.0117,9.85139e-05,-24.9783,-19.9783,21.6299
TACFIN_clean_3,-29.5703,3.90814e-05,-30.4362,-8.13615,2.609
TACFIN_clean_3,-29.5703,3.90814e-05,-30.5143,-8.21426,2.609
SONVAT_clean_225,-32.4517,0.000334074,-33.0362,-10.8362,62.8571
TACQUK_clean_63,-34.743,0.00163411,nan,nan,0.44322
TACPAP_clean_96,-28.4345,0.000267237,-27.648,-27.048,1.5975
TACPIX_clean_92,-28.3646,0.00025295,-27.5801,-26.9801,1.56019
TACPET_clean_92,-29.2739,0.00033842,-28.3969,-27.8969,1.5712
TADCAE_clean_14,-32.2644,0.000124624,nan,nan,0.421053
SONVEX_clean_225,-32.7831,0.000338067,-33.5012,-10.8012,63.0714
SUWZOB_clean_14,-35.567,0.00187893,-38.548,-22.948,11.219
TACYAX_clean_1,-25.3506,3.26169e-05,-25.3035,-14.4035,1.34277
SUXSEL_clean_13,-32.8551,0.0022105,-36.2535,-29.9535,9.98109
TADCOS_clean_33,-20.2798,3.05028e-05,-20.6123,-18.2123,1.79145
SURHEU01_clean_225,-31.6517,0.00104229,-33.6282,-11.6282,23.7275
SURKUN01_clean_225,-31.6372,0.00102216,-33.546,-11.246,22.7795
SOPLEQ_clean_14,-22.1495,8.01027e-05,-26.8006,-21.1006,66.5958
TAFBEJ_clean_90,-45.8859,0.00983419,nan,nan,0.210861
TADYII_clean_2,-27.0098,0.000150561,-28.5495,-19.2495,3.49515
TAFPOG_clean_2,-34.3046,0.000711541,nan,nan,0.0842363
TAFCIO_clean_13,-43.5578,0.0073675,nan,nan,0.448458
TAGCIP_clean_14,28.9434,5.17504e-17,nan,nan,0.084329
TAFBIN_clean_1,-28.94,3.33852e-05,nan,nan,0.84831
SURLEY_clean_225,-31.6783,0.00103061,-33.6521,-11.0521,22.509
TAGBUZ_clean_1,-37.6443,0.00222464,-38.3544,2.04562,2.81957
TAGBUZ_clean_1,-37.6443,0.00222464,-38.3999,1.50006,2.81957
SURHEU02_clean_225,-31.6659,0.00105219,-33.6077,-11.5077,30.4897
SURHEU_clean_225,-31.7417,0.00107853,-33.7253,-12.1253,29.117
SUWBET_clean_15,-31.5767,0.000304863,-35.2205,-24.1205,22.164
SUWBET_clean_15,-31.5767,0.000304863,-35.2208,-24.1208,22.164
SURKUN_clean_225,-31.677,0.00105474,-33.5782,-12.7782,27.1653
SONVEX_neutral_b_225,-32.7831,0.000338067,-33.5012,-10.8012,72.0487
TAHYUZ_clean_15,-34.3266,0.000158851,nan,nan,0.462246
TAJQEC_clean_14,-28.093,0.000110073,nan,nan,0.388637
TAJTOQ_clean_70,-15.6142,1.0446e-08,nan,nan,0.470684
SOVLEW_clean_2,-23.8473,9.1398e-05,-29.2479,-19.7479,58.7639
SONVAT_neutral_b_225,-32.4517,0.000334074,-33.0362,-10.8362,72.8599
TAJTOQ01_clean_70,-7.55725,3.48755e-10,nan,nan,0.761925
TAJVAE_clean_70,-40.7229,0.00325003,nan,nan,0.843042
TAJVIM_clean_70,-11.0891,1.80198e-09,nan,nan,0.478629
TAJVOS_clean_70,-30.5235,3.13992e-05,nan,nan,0.490863
TAJWAF01_clean_70,-17.1884,1.16256e-07,nan,nan,0.489526
TAJVOS01_clean_70,-35.5265,0.000337942,nan,nan,0.845708
TAJWAF_clean_70,-11.5298,1.84407e-09,nan,nan,0.458323
TAJXIO01_clean_54,-8.61976,5.45693e-10,nan,nan,0.435641
TADYEE_clean_15,-27.9273,0.000269472,-30.6139,-22.2139,9.45188
TAJWAF02_clean_70,-15.1347,1.69887e-08,nan,nan,0.775165
TAJXIO02_clean_73,-6.31674,2.12657e-10,nan,nan,0.429617
TAJXIO04_clean_73,-3.41076,6.16267e-11,nan,nan,0.433036
TAJXIO03_clean_73,-4.15016,8.37786e-11,nan,nan,0.74186
TAJXIO_clean_73,-8.28793,4.37474e-10,nan,nan,0.430851
TAJXIO05_clean_56,-4.13578,3.09328e-11,nan,nan,0.965128
TAJXIO06_clean_56,-3.17661,2.01831e-11,nan,nan,0.964907
TAJXIO07_clean_56,-2.03711,1.19014e-11,nan,nan,1.30508
TAGSEB_clean_29,-27.3851,0.000192153,-27.9426,-22.0426,9.38675
SONVIB_clean_225,-32.9233,0.000341262,-33.675,-10.875,77.6134
TACWOM_clean_9,-22.7961,0.000180802,-26.8959,-19.6959,16.0251
TAKTIL_clean_98,-27.4101,0.000581345,-30.2555,-25.6555,3.63943
TAKTOR_clean_98,-24.7579,0.000231766,-27.2667,-23.0667,3.34454
TAKZEN_clean_14,-27.6069,1.5691e-05,nan,nan,0.199171
SUKNUI_charged_15,-16.4616,1.65207e-05,-20.6993,-15.0993,45.0445
TAKYOV_clean_66,-28.7258,0.000149419,nan,nan,0.580054
TAKYEL_clean_66,-28.4515,0.000136528,nan,nan,0.823491
TAGTED_clean_5,-19.5946,5.09399e-05,-22.5737,-13.0737,11.3089
SONVIB_neutral_b_225,-32.9233,0.000341262,-33.675,-10.875,79.6213
SUXGUP_clean_5,-49.4351,0.00459578,-50.9545,-23.8545,29.911
TAMZUE_charged_2,-33.4121,0.000118484,-35.0383,-20.9383,2.67506
TAKHEV_clean_2,-27.7866,0.000131361,-24.0407,-16.3407,7.65248
TAKHEV_clean_2,-27.7866,0.000131361,-28.7594,-26.1594,7.65248
TACWUS_clean_9,-22.3731,0.000154903,-26.6432,-18.6432,20.2119
SOYWUZ_clean_225,-29.3061,0.000121789,-30.7027,-10.5027,65.8631
TAKGUK_clean_2,-28.026,0.000131837,-22.995,-15.895,8.31603
TAKGUK_clean_2,-28.026,0.000131837,-28.7778,-26.4778,8.31603
TANFEV_clean_88,-21.9433,8.21342e-07,nan,nan,0.23845
TAKVAF_clean_98,-24.8995,0.000240572,-27.4092,-23.2092,5.33969
TANNUT_clean_15,-23.3029,9.07338e-07,nan,nan,0.364957
TAPHOJ_clean_1,-31.0467,6.76336e-06,nan,nan,0.295521
TANLAX_charged_2,-29.6019,4.02299e-06,nan,nan,0.60773
SOYWOT_clean_225,-32.5605,0.000338976,-33.1578,-10.8578,67.3668
TAPKAY_clean_2,-32.7339,4.69335e-05,nan,nan,0.158055
TAMJAU_charged_2,-22.3572,3.62658e-05,-25.8999,-19.3999,5.12655
TAKHAR_clean_2,-27.659,0.000124945,-23.4803,-16.0803,9.84633
TAKHAR_clean_2,-27.659,0.000124945,-28.604,-26.104,9.84633
TAPXOZ_clean_4,-30.3585,0.00029955,-29.625,-28.825,1.08657
TAQGUQ_clean_2,-37.6494,0.000945969,nan,nan,0.301896
TAMJEY_charged_2,-21.9474,3.42757e-05,-25.6961,-17.4961,5.93617
TAMJEY_clean_2,-21.9474,3.42757e-05,-25.6961,-17.4961,5.88053
TAQYER_clean_12,-nan,0,nan,nan,0.0777382
TANBAN_charged_2,-32.5233,0.000102849,-34.3426,-21.4426,4.64783
TANBOZ_clean_14,-13.7439,3.60418e-06,-15.2504,-11.4504,2.61702
TANBIV_charged_2,-33.0223,0.000116967,-34.6682,-21.7682,2.88145
TANMIH_clean_15,-31.0047,0.000373235,-30.6531,-6.95314,2.72184
TAPXIT_clean_36,-29.648,0.000335661,-29.4041,-27.6041,2.12522
TAPLED_clean_2,-27.74,0.000334398,-31.0792,0.720772,2.54601
TANBER_charged_2,-32.6813,0.000117126,-34.3095,-22.6095,4.29309
TARVOX_clean_15,-20.9269,1.94811e-05,-21.5311,-19.1311,1.79454
TARWAK_clean_15,-21.5434,1.99336e-05,-22.0563,-19.1563,1.82959
SUKYON_clean_114,-19.6646,7.3181e-05,-22.9844,-17.9844,50.7147
TARWEO_clean_15,-21.2361,2.06412e-05,-22.0244,-19.4244,2.0026
TATFOL_clean_2,-20.6869,3.53182e-07,nan,nan,0.23771
TAPXIT01_clean_36,-30.1172,0.000343637,-29.8717,-28.1717,3.75389
TATSIS01_clean_4,-40.5239,0.0038518,nan,nan,0.221671
TARVUD_clean_15,-21.3113,2.2238e-05,-21.9382,-19.5382,2.55979
TATSIS_clean_4,-41.0459,0.00581065,nan,nan,0.379165
TAKGOE_clean_2,-28.3365,0.000138968,-22.7586,-16.0586,13.3543
TAKGOE_clean_2,-28.3365,0.000138968,-29.0213,-26.9213,13.3543
TATYOF_clean_56,18.1196,1.39384e-14,nan,nan,0.288055
TAQGOK_clean_15,-35.1702,0.00101781,-34.7275,-34.1275,3.24462
TAVQEN_clean_14,-39.3474,0.000804576,nan,nan,0.115715
TATYUL_clean_56,-13.498,3.96627e-08,nan,nan,0.312821
TAQGEZ_clean_2,-18.4256,2.42109e-05,-21.6554,-18.4554,3.89787
TAVCIF_clean_14,-41.9474,0.00384791,nan,nan,0.564147
TAXHUX_clean_1,26.6211,1.74073e-16,nan,nan,0.146439
SUGDIJ_auto_1,-15.0276,1.84022e-05,-19.5433,-13.5433,64.2475
TAGTIH_clean_5,-18.8832,5.1469e-05,-19.9323,-16.9323,20.3624
TALJUM_charged_14,-31.1053,0.000590966,-36.3193,-24.9193,10.6596
TAVSER_clean_14,-35.2002,0.000982629,-37.1331,-19.8331,2.61735
TAWSUI_clean_62,-26.427,0.000134213,-25.9686,-19.9686,2.51527
TAWTAP_clean_14,-26.0112,5.61505e-05,-27.8192,-21.2192,2.74851
TAWHOO_clean_61,-44.0236,0.0190139,-44.8898,-27.5898,4.03366
TAZSAP02_clean_2,-28.702,6.53843e-05,-29.2596,-13.8596,1.54522
TEBCEK_clean_2,-9.41637,6.84762e-10,nan,nan,0.107951
TEBFUD_clean_14,-16.6368,3.69333e-08,nan,nan,0.178541
TATSAK_clean_62,-26.1316,0.00023317,-28.1262,-22.0262,5.49485
TAYNEN_clean_15,-29.8052,0.000181774,-31.174,13.526,5.8441
TEBWII_clean_14,-29.0072,0.000302861,nan,nan,2.33885
TASXIW_clean_15,-27.6989,0.000165105,-32.5204,-20.7204,8.65278
TASJUT_charged_15,-34.0949,0.000394014,-36.0912,-28.3912,10.7156
TEBYIK_clean_14,-30.0751,0.000617948,-32.4114,-27.2114,1.85851
TAGVAB_clean_158,-21.7014,0.000115466,-25.3518,-15.5518,24.8538
TECTUS_clean_2,-28.4351,0.000390863,-28.3702,-2.07023,1.76665
TAWYUO_clean_14,-29.5067,0.000425314,-31.8114,-21.9114,9.04641
TEBSAW_clean_14,-30.7705,0.000424708,-31.9077,-15.4077,5.15839
TATPOV_clean_62,-21.4698,7.92972e-05,-26.0282,-18.5282,11.3665
TECVEE_clean_15,-29.5802,0.000683876,-31.0329,-24.9329,3.67274
TEHRUU_clean_11,-29.2916,1.88518e-05,-19.5981,-10.4981,1.83807
TADWIG_manual_1,-29.663,0.00058054,-31.0219,-27.5219,36.3159
TADWIG_manual_1,-29.663,0.00058054,-32.2608,-28.7608,36.3159
TEDLUK_clean_15,-33.2686,0.00101423,-33.4238,-30.1238,3.46119
SOYWOT_neutral_b_225,-32.5605,0.000338976,-33.1578,-10.8578,85.1139
TEDSIG_clean_14,-33.5498,0.00170912,-34.0836,9.61645,4.52743
TEJGAS_clean_14,-26.2071,2.26598e-05,-27.6894,-12.1894,2.04431
TEDXOR_clean_52,-31.641,0.000562167,-33.4704,-27.1704,6.27312
TEJGIA_clean_14,-25.6884,2.05811e-05,-27.2497,-13.5497,2.01019
TADWIG_clean5b_1,-29.663,0.00058054,-31.0219,-27.5219,41.1779
TADWIG_clean5b_1,-29.663,0.00058054,-32.2608,-28.7608,41.1779
TEHWEK_clean_70,-29.9364,0.000143823,-31.2044,-11.8044,5.49937
TEJGEW_clean_14,-25.856,2.13554e-05,-27.3676,-13.4676,3.56085
TEJQAC_clean_60,-16.2422,6.02723e-09,nan,nan,0.685627
TEJGIA01_clean_14,-25.7187,2.05713e-05,-27.2889,-13.0889,3.42133
TASWIV_clean_52,-20.7353,1.941e-05,-26.0265,-15.7265,19.1947
TEJBOB_clean_9,-26.0375,0.000219308,-27.7256,-24.4256,6.8347
TASWOB_clean_52,-20.6784,1.81687e-05,-26.0132,-15.5132,20.3691
SUKPAQ_charged_15,-17.3854,1.94505e-05,-22.4811,-15.3811,72.603
TASWER_clean_52,-20.842,1.9217e-05,-25.9985,-14.7985,21.5422
TAGTUT_clean_15,-24.1481,0.00015694,-29.502,-19.802,37.0244
TADWEC_clean5b_1,-30.2963,0.000424704,-33.7791,-18.4791,44.959
TADWEC_clean5b_1,-30.2963,0.000424704,-32.5433,-27.6433,44.959
TEPGUS_33,-36.8032,0.00287198,-37.1646,-21.1646,3.27256
TAZYAV_clean_122,-15.678,9.21187e-06,-18.4425,-13.0425,16.5671
TEDGOA_clean_136,-16.3361,2.90206e-05,-18.4603,-14.7603,12.4864
TEJBAN_clean_88,-24.1316,1.72383e-06,-25.9164,-5.41642,8.50875
TEQWER01_clean_14,-22.4912,5.00996e-06,-23.3625,-9.76251,0.875638
TEQWER_clean_14,-22.4896,5.07894e-06,-23.3744,-10.1744,0.873712
TAHNEY_clean_11,-9.27877,1.56817e-06,-12.2039,-7.20387,37.565
TENLIJ_clean_2,-30.1529,0.000617534,-31.0337,-24.6337,5.4121
TENLIJ_clean_2,-30.1529,0.000617534,-31.0425,-24.6425,5.4121
TADWEC_manual_1,-30.2963,0.000424704,-33.7791,-18.4791,46.8626
TADWEC_manual_1,-30.2963,0.000424704,-32.5433,-27.6433,46.8626
TEJLOL_clean_14,-24.9857,7.74205e-05,-29.3597,-19.3597,6.49142
TASVUG_clean_52,-21.5716,1.91164e-05,-27.5836,-14.7836,25.561
TESGUU_clean_14,-31.3064,0.00013919,-31.7165,7.48353,1.18025
TEQVOC_clean_1,-33.4431,0.000318322,-36.0894,-15.6894,3.40697
TETWOG_clean_2,-17.3609,1.30523e-07,nan,nan,0.146652
TEQTAM_14,-27.1139,0.000265373,-30.4593,-22.9593,4.75339
TAMHUM_clean_2,-17.8643,2.23724e-05,-22.0994,-13.7994,33.0509
TESGOO_clean_14,-31.1387,0.000128789,-31.6079,5.99211,1.92182
TETWUM_clean_2,-30.5276,9.28348e-05,nan,nan,0.622741
TESHAB_clean_14,-29.9449,0.000168347,-29.7882,-10.0882,2.01507
TASWAN_clean_52,-21.3527,2.11831e-05,-26.9208,-15.4208,27.6168
SUKNOC_charged_15,-18.1293,2.23365e-05,-25.3562,-15.0562,80.5738
TEVZEA_clean_14,-30.7146,6.85566e-05,-31.5429,15.1571,1.69468
TEVZUQ_clean_14,-30.9644,0.000153976,-31.1343,1.9657,1.17161
TERNUA_clean_15,-26.76,0.000267079,-29.5206,-23.9206,5.25178
TENQOS_clean_14,-23.0545,7.72432e-05,-26.0761,-20.2761,9.73392
TEVZIE_clean_14,-31.1023,0.000172339,-31.2197,2.88029,2.12309
TETVIZ_clean_14,-19.6635,7.49405e-06,-22.0527,-17.1527,3.78183
TEQTEQ_clean_1,-27.3357,0.000313888,-30.6221,-23.1221,7.83583
TEQTEQ_clean_1,-27.3357,0.000313888,-30.6221,-23.1221,7.83583
TEVZOK_clean_14,-30.6804,6.87551e-05,-31.4666,13.3334,1.98557
TEWGEJ01_clean_2,-26.9191,7.71425e-06,nan,nan,0.73985
TEYLIU_clean_14,-22.171,2.04197e-06,-23.1748,-11.3748,1.07969
TICPOL_charged_2,-28.8486,8.44994e-06,nan,nan,1.0456
TEQVAO_clean5b_7,-30.1433,0.000109256,-31.3457,-11.1457,9.27987
TEQVAO_clean5b_7,-30.1433,0.000109256,-31.3206,-11.1206,9.27987
TEPJAB_clean_1,-39.5176,0.0530211,-43.3642,-38.5642,12.5078
TEPJAB_clean_1,-39.5176,0.0530211,-42.6833,-38.5833,12.5078
TEPJAB_clean_1,-39.5176,0.0530211,-41.164,-38.064,12.5078
TEPJAB_clean_1,-39.5176,0.0530211,-41.1529,-39.6529,12.5078
TETZID_clean_14,-31.7059,0.000424378,-33.3812,-12.7812,5.71384
TEWFUY_clean_2,-34.3833,0.00156969,-34.8077,-16.9077,3.06709
TEWGEJ_clean_2,-33.7129,0.00133892,-34.2393,-21.7393,3.18945
TIDLID_clean_74,-22.27,8.73976e-06,-22.3127,-20.9127,0.941597
TEXTOH_clean_2,-36.2851,0.000684716,-27.3952,-17.4952,3.52938
TIFBOA_clean_4,-24.7105,1.84768e-05,-25.5297,-18.0297,0.89285
TERFUT_clean_2,-22.9445,8.12133e-05,-26.8906,-18.7906,9.5278
TETZEX_clean_60,-28.1087,0.000135159,-32.0937,-19.6937,7.14958
TEQPAI_clean_33,-27.799,0.00028843,-32.1338,-8.83381,12.033
TETWEW_clean_2,-18.079,5.92653e-06,-21.7071,-15.0071,7.89105
TIDQIG_clean_15,-25.1073,4.72732e-06,-26.2436,-1.24362,1.79203
TEWFUY01_clean_2,-34.3626,0.00150679,-34.5705,-19.5705,5.09242
TIDMEA_clean_1,-17.9808,6.24254e-06,-18.808,-17.508,2.28556
TIDSEE_clean_2,-24.6545,4.27659e-06,-25.4044,-10.1044,2.34588
TEQVAO_manual_7,-30.1433,0.000109256,-31.3457,-11.1457,12.0917
TEQVAO_manual_7,-30.1433,0.000109256,-31.3206,-11.1206,12.0917
TIFZIR_clean_15,-26.1339,7.90561e-05,-26.0822,-9.58222,1.8125
TIKXER_clean_2,59.2098,8.43905e-23,nan,nan,0.144947
TIKXIV_clean_15,78.262,9.91857e-27,nan,nan,0.281632
TERFED_clean_15,-28.0842,8.41186e-05,-29.3241,-22.1241,12.5335
TIGDOD_15,-28.1668,0.000689623,-29.0079,-25.5079,2.36677
TIGSOT_clean_14,-27.0994,2.67331e-05,-28.1353,-21.8353,2.11147
TERFIH_clean_2,-22.5588,5.03312e-05,-26.3641,-18.5641,12.5786
TILDIC_clean_2,-28.2941,9.31396e-06,nan,nan,0.142908
TIJPOT_clean_9,-19.355,6.73588e-07,-21.6182,10.3818,2.02284
TILHAY_clean_15,-18.4697,1.30904e-07,nan,nan,0.147629
TIGQUX_clean_15,-34.4823,0.00387527,nan,nan,2.95494
TIFDOB_clean_96,-30.559,0.000369343,nan,nan,3.96745
TIDLEZ_clean_62,-20.8403,3.80388e-05,-25.1964,-16.1964,5.98745
TIKMUW_clean_2,-33.262,0.00015962,-35.1289,-9.02886,2.34888
TEZKAM_clean_14,-33.262,0.00157749,-35.9279,-25.2279,7.68804
TILHEC_clean_15,-17.0053,1.14334e-07,-18.036,19.964,1.35879
TEWFOS_clean_73,-34.4494,0.00154761,-34.7262,-18.8262,9.15584
TILVUF_clean_92,-16.2086,9.2685e-06,-15.7649,-13.7649,1.12295
TIGQOR_clean_15,-31.9868,0.00156121,nan,nan,5.16466
TIQFIJ_clean_2,-42.1057,0.0116958,nan,nan,0.182091
TAZLAJ_clean_138,-29.7142,0.000152126,-30.1285,-14.9285,36.0081
TAZLEN_clean_138,-29.3359,0.000151289,-29.8049,-15.3049,35.6191
TIQGEG01_clean_14,-26.2615,3.42493e-06,nan,nan,0.234944
TIQGEG_clean_14,-26.3289,3.65952e-06,nan,nan,0.145171
TIQGIK_clean_7,41.4594,1.0722e-19,nan,nan,0.171827
TILWAM_clean_92,-16.5216,9.63842e-06,-16.0961,-13.6961,2.46707
TINFIH_clean_14,-19.0531,9.5687e-06,-19.5874,-16.8874,2.26683
TILVOZ_clean_227,-15.8003,1.19763e-05,-14.931,-13.631,3.96718
TIPZUP_clean_15,-29.3402,2.14566e-05,-30.0374,-18.8374,2.97819
TIQGUW_clean_81,-30.9474,4.02685e-05,-33.4683,5.93171,1.71152
TILWEQ_clean_92,-16.1615,1.25079e-05,-15.4195,-14.4195,3.92426
TIPZOJ_clean_14,-27.4859,4.09427e-05,-28.5674,-7.16742,3.19338
TIQHIL_clean_81,-30.691,3.6085e-05,-33.0962,9.50379,1.67307
TADWOM_clean_24,-28.4305,0.000360699,-30.4119,-20.4119,63.0717
TADWOM_clean_24,-28.4305,0.000360699,-33.8335,-26.5335,63.0717
TIQGOQ_clean_81,-31.1192,4.39182e-05,-33.292,7.30798,3.12252
TIQHAD_clean_81,-30.7228,3.59006e-05,-33.1368,8.96318,3.12628
TIQHEH_clean_81,-30.6993,3.50635e-05,-33.2027,5.89733,3.04961
TAZLIR_clean_138,-29.9142,0.000164089,-30.2516,-13.7516,38.635
TISJOW_clean_14,-35.1945,0.000707132,nan,nan,0.811865
TISNEQ_clean_14,-1.58038,2.1088e-11,nan,nan,0.335359
TISWEZ_clean_2,-28.3766,3.72145e-06,nan,nan,0.436469
TIVFAG_clean_7,33.1906,3.18848e-18,nan,nan,0.182125
TIVFEK_clean_7,34.65,1.7733e-18,nan,nan,0.107343
TIVFIO_clean_7,42.1427,7.18054e-20,nan,nan,0.180374
TISKOW_clean_2,-28.5079,0.000174059,nan,nan,1.01914
TIKMEH_clean_2,-36.3328,0.0013764,-36.2117,-26.6117,8.94836
TIKMEH_clean_2,-36.3328,0.0013764,-35.58,-20.48,8.94836
TIGVUC_clean_29,-32.1936,0.000263002,-33.9924,11.9076,10.0654
TISGUY_clean_14,-21.5025,1.3675e-05,-23.0991,-9.2991,3.6453
TISLIR_clean_14,-20.1858,2.31556e-07,-21.6192,0.0807644,2.33911
TIVXOM_charged_2,-20.4345,4.12392e-06,-21.3183,-15.9183,1.92464
TAZLUD_clean_138,-30.0126,0.000162268,-30.3897,-13.7897,40.4622
TIYZEG_clean_14,-22.1638,2.50493e-06,nan,nan,0.199042
TIYZIK_clean_14,-18.4728,3.37218e-07,nan,nan,0.160097
TIRLIQ_clean_14,-30.8804,0.000229517,-34.0255,-18.1255,4.43176
TIRRIW_clean_2,-31.4518,0.000792778,-32.9799,-24.7799,4.43501
TAZLOX_clean_138,-30.0832,0.000165984,-30.4393,-13.9393,42.2022
TIZVED_charged_1,-28.0214,0.000114403,-29.7521,-15.8521,1.90847
TIZVED01_charged_1,-28.0201,0.000114231,-29.7495,-15.8495,1.9181
TIZVIH01_charged_1,-28.0331,9.29175e-05,-29.7494,-15.0494,1.93639
TIXMET_clean_15,-19.8679,1.25331e-05,-23.3768,-12.4768,4.14272
TODVOZ_clean_2,0.26787,5.8126e-12,nan,nan,0.1405
TIXMIX_clean_4,-24.6133,8.24191e-05,-24.6184,-22.1184,3.66086
TIFHAT_charged_2,-19.8224,4.07347e-05,-24.5504,-17.3504,15.6413
TIFHEX_charged_2,-20.3774,4.52837e-05,-25.8176,-17.3176,15.4885
TIZVIH_charged_1,-28.0291,9.27903e-05,-29.7453,-15.1453,1.97576
TOFLAD_clean_14,-33.6392,0.000867554,nan,nan,0.793795
TIRKEM_clean_96,-33.1874,0.000652282,-35.7254,-1.62536,8.44147
TIMMEI_clean_142,-34.4137,0.000257913,-35.011,-24.111,12.2579
TOFQEM_clean_33,-32.0448,0.000802327,-32.5814,-13.9814,1.58515
TIZFUF_clean_71,-20.8943,4.20978e-06,-22.1295,-7.32951,4.77319
TOHPUC_clean_92,-28.7427,3.69899e-05,nan,nan,0.390605
TIRHIL_clean_198,-10.1919,3.51346e-06,-11.1386,-10.1386,10.0672
TOHJIL_clean_2,-24.3616,4.77835e-05,-25.936,-22.136,1.36974
TIXVON_clean_56,-30.1802,0.0004945,-32.3017,-22.7017,6.13934
TEQLIM_clean_12,-23.6176,5.8887e-05,-26.3891,-17.7891,31.72
TOBJUR_clean_14,-22.311,5.99395e-05,-25.523,-19.423,4.35022
TOBKAY_clean_14,-22.3857,5.95433e-05,-25.5617,-19.4617,4.36698
TOJXOH_clean_122,-25.7188,1.75005e-05,nan,nan,0.15528
TOJVIZ_clean_9,17.9703,7.20281e-15,nan,nan,0.262207
TEDGUG_charged_148,-18.0662,2.05596e-05,-24.0999,-15.3999,41.7137
TILPUA_clean_215,-79.1728,2169.75,-80.5733,-32.4733,16.3154
TOHZAS_clean_2,-28.5429,0.000284641,-31.059,-19.059,1.78486
TOBKEC_clean_14,-23.0122,6.7088e-05,-26.0762,-20.0762,5.45082
TOKKOV_clean_14,-37.0933,0.00141369,nan,nan,0.876838
TOHYOF_clean_14,-31.8911,0.000536353,-34.6321,-22.7321,2.63232
TONBII_clean_2,-36.5862,0.00244206,-36.1864,-35.5864,0.865325
TEQPEM_SL_1,-15.0055,1.4175e-05,-19.9872,-12.5872,32.2369
TOKDON_clean_14,-25.2916,0.000174653,-26.3495,-21.3495,2.42444
TIXCIO_clean_205,-25.3857,0.0002396,-27.1677,-19.9677,10.9685
TOKLEM_clean_2,-27.3572,9.45687e-05,-28.9248,-21.1248,2.47465
TOLYOJ_clean_2,-22.806,6.24282e-05,-24.4887,-20.5887,2.23443
TONMAM_clean_2,-29.9392,0.000213,nan,nan,0.480219
TONMEQ_clean_2,-29.9458,0.000194877,nan,nan,0.471935
TOFLIL_clean_14,-29.2691,0.000408873,-32.1449,-8.54489,7.70116
